batting_team,bowling_team,city,current_score,balls_left,wickets_left,crr,last_five_overs_runs,runs_x
South Africa,England,Cape Town,59,63,7,6.2105263157894735,22.0,154
England,Pakistan,Manchester,118,37,7,8.53012048192771,60.0,131
Australia,West Indies,Mirpur,44,80,7,6.6,25.0,178
New Zealand,Sri Lanka,Johannesburg,32,87,8,5.818181818181818,31.0,164
West Indies,New Zealand,Pallekele,22,105,9,8.8,22.0,139
New Zealand,Australia,Wellington,49,60,7,4.9,31.0,118
West Indies,India,Barbados,142,16,8,8.192307692307692,55.0,169
New Zealand,Pakistan,Dubai,74,51,6,6.434782608695652,37.0,135
Pakistan,New Zealand,Abu Dhabi,31,85,8,5.314285714285714,26.0,148
New Zealand,Australia,Auckland,137,8,2,7.339285714285714,27.0,150
Bangladesh,West Indies,Lauderhill,0,118,10,0.0,0.0,171
Sri Lanka,West Indies,Nottingham,84,68,10,9.692307692307692,48.0,192
India,Bangladesh,Delhi,74,51,7,6.434782608695652,38.0,148
Australia,South Africa,Melbourne,166,16,4,9.576923076923077,41.0,182
Sri Lanka,West Indies,Nottingham,97,62,10,10.03448275862069,54.0,192
India,Pakistan,Johannesburg,130,12,5,7.222222222222222,28.0,157
West Indies,England,London,117,39,7,8.666666666666666,53.0,169
South Africa,India,Nottingham,98,30,7,6.533333333333333,33.0,130
Australia,Pakistan,Dubai,32,84,8,5.333333333333333,23.0,89
India,Pakistan,Durban,141,0,1,7.05,44.0,141
India,England,Colombo,23,104,10,8.625,23.0,170
Bangladesh,India,Colombo,68,62,7,7.0344827586206895,37.0,139
England,South Africa,Nottingham,45,63,7,4.7368421052631575,20.0,111
West Indies,Australia,Colombo,52,86,8,9.176470588235293,44.0,191
England,India,Manchester,92,56,9,8.625,39.0,159
South Africa,Australia,Sydney,22,98,10,6.0,22.0,145
West Indies,Australia,Colombo,4,111,10,2.6666666666666665,4.0,205
Sri Lanka,Pakistan,Colombo,30,86,10,5.294117647058823,25.0,139
Pakistan,South Africa,Dubai,69,34,5,4.813953488372093,29.0,98
New Zealand,South Africa,Centurion,150,17,5,8.737864077669903,41.0,177
England,Australia,Cardiff,17,102,10,5.666666666666667,17.0,182
New Zealand,England,Auckland,86,86,9,15.176470588235293,79.0,146
South Africa,Pakistan,Johannesburg,61,60,9,6.1,28.0,188
India,Sri Lanka,Pallekele,112,34,8,7.813953488372093,42.0,155
India,England,Mumbai,6,111,10,4.0,6.0,177
Sri Lanka,Pakistan,Colombo,155,9,4,8.378378378378379,50.0,172
New Zealand,Australia,Wellington,19,88,8,3.5625,17.0,118
Bangladesh,Sri Lanka,Colombo,124,42,8,9.538461538461538,44.0,176
Afghanistan,West Indies,St Kitts,0,119,10,0.0,0.0,110
West Indies,Pakistan,Abu Dhabi,49,57,6,4.666666666666667,27.0,103
Australia,India,Sydney,60,77,9,8.372093023255815,45.0,186
Australia,South Africa,Johannesburg,142,12,4,7.888888888888889,54.0,166
India,Bangladesh,Delhi,21,97,9,5.478260869565218,21.0,148
New Zealand,Sri Lanka,Pallekele,36,58,4,3.4838709677419355,21.0,74
South Africa,New Zealand,Chittagong,121,21,6,7.333333333333333,51.0,170
Australia,England,Sydney,110,47,8,9.04109589041096,59.0,195
New Zealand,West Indies,Mount Maunganui,194,22,8,11.877551020408163,58.0,243
Pakistan,England,Barbados,88,43,6,6.857142857142857,29.0,147
West Indies,England,London,170,24,6,10.625,60.0,208
England,Afghanistan,Delhi,21,100,9,6.3,21.0,142
Pakistan,New Zealand,Abu Dhabi,142,1,4,7.159663865546219,41.0,148
Afghanistan,West Indies,St Kitts,84,38,7,6.146341463414634,26.0,146
Australia,New Zealand,Sydney,34,96,9,8.5,34.0,150
England,South Africa,Johannesburg,147,33,7,10.137931034482758,64.0,202
South Africa,Pakistan,Cape Town,62,78,9,8.857142857142858,43.0,192
Australia,Pakistan,Dubai,49,77,10,6.837209302325581,38.0,168
India,England,Kolkata,26,92,8,5.571428571428571,26.0,120
Sri Lanka,Pakistan,Abu Dhabi,87,24,2,5.4375,21.0,102
India,New Zealand,Delhi,174,12,8,9.666666666666666,60.0,202
Pakistan,South Africa,Centurion,23,106,10,9.857142857142858,23.0,168
India,New Zealand,Christchurch,60,75,6,8.0,29.0,162
Pakistan,India,Mirpur,47,70,7,5.64,31.0,130
India,New Zealand,Mount Maunganui,144,11,7,7.926605504587156,40.0,163
Australia,Pakistan,St Lucia,39,94,10,9.0,39.0,191
Pakistan,Australia,Mirpur,128,40,7,9.6,62.0,191
Bangladesh,India,Colombo,126,23,5,7.793814432989691,50.0,166
India,Pakistan,Bangalore,117,21,5,7.090909090909091,34.0,133
India,England,Manchester,1,119,10,6.0,1.0,165
West Indies,Pakistan,Dubai,90,22,2,5.510204081632653,42.0,115
Pakistan,New Zealand,Auckland,104,21,4,6.303030303030303,44.0,153
Pakistan,Australia,Mirpur,130,38,7,9.512195121951219,61.0,191
Australia,Bangladesh,Barbados,27,96,8,6.75,27.0,141
India,Bangladesh,Bangalore,89,40,8,6.675,39.0,146
South Africa,Sri Lanka,Centurion,116,38,9,8.487804878048781,55.0,180
New Zealand,Australia,Wellington,111,13,4,6.224299065420561,39.0,118
England,Pakistan,Manchester,26,96,10,6.5,26.0,135
India,Australia,Melbourne,140,27,9,9.03225806451613,45.0,184
England,West Indies,Trinidad,73,60,7,7.3,33.0,121
Sri Lanka,Pakistan,Dubai,153,26,8,9.76595744680851,54.0,211
South Africa,Bangladesh,Mirpur,4,112,9,3.0,4.0,148
Afghanistan,Sri Lanka,Kolkata,131,10,5,7.1454545454545455,53.0,153
West Indies,Pakistan,Mirpur,141,9,5,7.621621621621622,60.0,166
India,England,Cardiff,31,83,7,5.027027027027027,29.0,148
Bangladesh,West Indies,St Kitts,101,53,5,9.044776119402986,47.0,143
Sri Lanka,South Africa,Chittagong,17,113,10,14.571428571428571,17.0,165
England,South Africa,Johannesburg,89,57,7,8.476190476190476,36.0,202
Bangladesh,Australia,Cape Town,114,13,4,6.392523364485982,32.0,123
Australia,England,Sydney,127,56,7,11.90625,56.0,221
Bangladesh,Pakistan,Cape Town,67,70,9,8.04,46.0,140
India,Sri Lanka,Mirpur,24,89,9,4.645161290322581,23.0,130
Pakistan,New Zealand,Hamilton,122,21,5,7.393939393939394,48.0,163
Bangladesh,Sri Lanka,Mirpur,24,97,8,6.260869565217392,24.0,147
England,Australia,Cape Town,132,8,3,7.071428571428571,33.0,135
New Zealand,Australia,Auckland,69,77,8,9.627906976744185,42.0,150
England,Pakistan,Abu Dhabi,10,109,10,5.454545454545454,10.0,129
Australia,England,Barbados,49,58,6,4.741935483870968,25.0,147
South Africa,Australia,Johannesburg,48,88,10,9.0,43.0,201
England,New Zealand,Auckland,194,13,5,10.878504672897197,51.0,214
Sri Lanka,England,Chittagong,103,42,9,7.923076923076923,45.0,189
South Africa,Australia,Sydney,120,23,7,7.422680412371134,32.0,145
Bangladesh,Sri Lanka,Colombo,94,41,5,7.139240506329114,24.0,155
Sri Lanka,Australia,Pallekele,97,52,7,8.558823529411764,41.0,157
South Africa,Sri Lanka,Colombo,43,67,7,4.867924528301887,30.0,115
Pakistan,New Zealand,Wellington,10,102,8,3.3333333333333335,10.0,105
Australia,India,Mumbai,13,107,9,6.0,13.0,166
West Indies,India,Mirpur,53,50,9,4.542857142857143,20.0,129
Sri Lanka,West Indies,Nottingham,40,95,10,9.6,40.0,192
Sri Lanka,Pakistan,Abu Dhabi,48,74,8,6.260869565217392,25.0,102
Afghanistan,West Indies,Nagpur,85,27,5,5.483870967741935,32.0,123
Pakistan,South Africa,Abu Dhabi,30,86,7,5.294117647058823,25.0,120
India,New Zealand,Hamilton,114,36,7,8.142857142857142,25.0,179
Sri Lanka,Bangladesh,Colombo,40,75,6,5.333333333333333,19.0,159
England,South Africa,Cape Town,126,5,2,6.573913043478261,34.0,134
New Zealand,India,Auckland,76,51,7,6.608695652173913,20.0,132
Pakistan,Sri Lanka,Colombo,8,112,10,6.0,8.0,175
West Indies,New Zealand,Pallekele,102,37,4,7.373493975903615,26.0,139
Sri Lanka,South Africa,Cape Town,97,27,5,6.258064516129032,29.0,134
Pakistan,New Zealand,Auckland,11,101,10,3.473684210526316,11.0,171
Sri Lanka,Pakistan,Abu Dhabi,141,5,2,7.356521739130435,30.0,141
Sri Lanka,Pakistan,Dubai,45,92,10,9.642857142857142,45.0,211
Sri Lanka,Pakistan,Abu Dhabi,58,64,9,6.214285714285714,30.0,124
New Zealand,West Indies,Auckland,174,7,5,9.238938053097344,64.0,189
New Zealand,Sri Lanka,Auckland,163,5,3,8.504347826086956,61.0,179
India,New Zealand,Delhi,110,45,10,8.8,54.0,202
Australia,England,Melbourne,92,38,5,6.7317073170731705,22.0,147
India,Bangladesh,Nottingham,41,90,10,8.2,41.0,180
India,Pakistan,Durban,66,58,6,6.387096774193548,37.0,141
New Zealand,Sri Lanka,Wellington,135,24,5,8.4375,29.0,162
Sri Lanka,Pakistan,Colombo,30,88,10,5.625,26.0,139
West Indies,Pakistan,Barbados,38,73,6,4.851063829787234,24.0,111
England,South Africa,Barbados,8,112,9,6.0,8.0,168
England,Australia,Southampton,14,112,10,10.5,14.0,162
Sri Lanka,India,Colombo,127,22,4,7.775510204081633,28.0,170
Sri Lanka,England,Southampton,63,74,8,8.217391304347826,46.0,140
New Zealand,West Indies,Mount Maunganui,34,99,10,9.714285714285714,34.0,243
West Indies,New Zealand,Wellington,31,88,9,5.8125,29.0,159
Bangladesh,Sri Lanka,Mirpur,62,56,7,5.8125,26.0,147
India,Sri Lanka,Pallekele,63,73,9,8.042553191489361,44.0,155
Australia,South Africa,Adelaide,39,90,9,7.8,39.0,144
Australia,Pakistan,St Lucia,57,77,9,7.953488372093023,43.0,191
New Zealand,India,Johannesburg,145,18,5,8.529411764705882,55.0,190
England,New Zealand,Auckland,92,55,6,8.492307692307692,33.0,184
Bangladesh,Sri Lanka,Colombo,125,40,7,9.375,44.0,176
India,New Zealand,Delhi,30,96,10,7.5,30.0,202
India,South Africa,Johannesburg,169,20,6,10.14,41.0,203
South Africa,England,Cape Town,110,38,7,8.048780487804878,34.0,179
India,Bangladesh,Colombo,126,24,9,7.875,46.0,176
India,New Zealand,Wellington,1,117,10,2.0,1.0,149
New Zealand,Sri Lanka,Lauderhill,16,87,5,2.909090909090909,14.0,81
South Africa,Australia,Johannesburg,176,7,4,9.345132743362832,52.0,204
England,Australia,Southampton,58,80,9,8.7,40.0,162
New Zealand,Pakistan,Barbados,21,106,10,9.0,21.0,133
South Africa,New Zealand,London,42,86,10,7.411764705882353,39.0,128
Pakistan,India,Mirpur,68,34,3,4.744186046511628,22.0,83
Sri Lanka,Bangladesh,Colombo,36,81,6,5.538461538461538,25.0,159
Pakistan,Sri Lanka,Johannesburg,33,85,7,5.6571428571428575,26.0,189
South Africa,Sri Lanka,Cape Town,31,101,10,9.789473684210526,31.0,169
India,Australia,Mirpur,94,35,6,6.635294117647059,38.0,159
India,England,Mumbai,58,84,9,9.666666666666666,52.0,177
New Zealand,South Africa,Durban,79,24,2,4.9375,25.0,86
West Indies,Australia,St Lucia,56,70,7,6.72,28.0,105
South Africa,England,Mumbai,138,43,7,10.753246753246753,39.0,229
South Africa,England,Cape Town,33,95,9,7.92,33.0,154
India,Australia,Melbourne,143,23,8,8.845360824742269,46.0,184
Bangladesh,Sri Lanka,Colombo,127,39,7,9.407407407407407,45.0,176
New Zealand,England,Auckland,143,58,7,13.838709677419354,59.0,146
England,South Africa,Johannesburg,2,115,9,2.4,2.0,202
Australia,South Africa,Johannesburg,87,36,5,6.214285714285714,37.0,147
West Indies,New Zealand,Lauderhill,101,41,9,7.670886075949367,44.0,209
Pakistan,Australia,Mirpur,145,28,7,9.456521739130435,52.0,191
India,Bangladesh,Bangalore,44,80,9,6.6,35.0,146
England,New Zealand,Auckland,19,107,10,8.76923076923077,19.0,214
South Africa,West Indies,London,55,82,9,8.68421052631579,53.0,183
Australia,England,Sydney,152,13,4,8.523364485981308,35.0,195
Pakistan,Australia,Mirpur,80,61,8,8.135593220338983,51.0,191
Sri Lanka,West Indies,Bangalore,12,116,10,18.0,12.0,122
England,West Indies,Trinidad,24,103,10,8.470588235294118,24.0,121
Pakistan,South Africa,Dubai,9,103,7,3.176470588235294,9.0,98
South Africa,New Zealand,Johannesburg,129,9,2,6.972972972972973,24.0,133
Sri Lanka,Australia,Colombo,10,108,9,5.0,10.0,128
New Zealand,Bangladesh,Kolkata,21,104,10,7.875,21.0,145
West Indies,Afghanistan,St Kitts,42,94,10,9.692307692307692,42.0,112
Sri Lanka,Australia,Pallekele,121,33,6,8.344827586206897,35.0,157
West Indies,New Zealand,Auckland,58,97,9,15.130434782608695,58.0,180
India,South Africa,Johannesburg,111,58,7,10.741935483870968,44.0,203
England,South Africa,Johannesburg,94,55,7,8.676923076923076,38.0,202
Sri Lanka,Pakistan,Mirpur,146,3,6,7.487179487179487,33.0,150
Australia,England,Sydney,6,114,10,6.0,6.0,221
West Indies,India,Kolkata,10,111,10,6.666666666666667,10.0,109
West Indies,New Zealand,Lauderhill,86,52,8,7.588235294117647,42.0,177
South Africa,West Indies,Cape Town,67,65,8,7.3090909090909095,37.0,165
Bangladesh,West Indies,St Kitts,105,50,5,9.0,43.0,143
England,New Zealand,Auckland,165,31,7,11.123595505617978,56.0,214
New Zealand,England,Pallekele,68,48,6,5.666666666666667,25.0,148
New Zealand,Sri Lanka,Lauderhill,3,112,9,2.25,3.0,81
South Africa,India,Johannesburg,75,70,9,9.0,44.0,219
Australia,England,Adelaide,122,24,7,7.625,30.0,157
Australia,England,Southampton,15,111,9,10.0,15.0,248
Bangladesh,India,Colombo,27,97,9,7.043478260869565,27.0,166
Bangladesh,Pakistan,Pallekele,136,24,6,8.5,34.0,175
Bangladesh,India,Colombo,52,76,7,7.090909090909091,29.0,166
South Africa,Pakistan,Cape Town,162,20,7,9.72,47.0,192
West Indies,New Zealand,Wellington,151,6,5,7.947368421052632,57.0,159
New Zealand,Sri Lanka,Lauderhill,38,68,5,4.384615384615385,29.0,81
West Indies,England,London,32,99,10,9.142857142857142,32.0,125
Australia,South Africa,Johannesburg,16,111,9,10.666666666666666,16.0,196
India,New Zealand,Wellington,62,62,7,6.413793103448276,26.0,149
Australia,Sri Lanka,Pallekele,168,33,8,11.586206896551724,67.0,263
India,New Zealand,Wellington,72,55,7,6.6461538461538465,27.0,149
Sri Lanka,Australia,Melbourne,60,65,8,6.545454545454546,28.0,142
Bangladesh,Australia,Mirpur,100,37,8,7.228915662650603,46.0,153
West Indies,England,Pallekele,113,48,9,9.416666666666666,60.0,179
Sri Lanka,England,St Lucia,96,17,5,5.592233009708738,23.0,128
Sri Lanka,New Zealand,Chittagong,49,70,7,5.88,20.0,119
West Indies,New Zealand,Auckland,132,44,5,10.421052631578947,51.0,180
England,Pakistan,London,10,107,9,4.615384615384615,10.0,185
New Zealand,Pakistan,Barbados,106,16,4,6.115384615384615,29.0,133
Australia,New Zealand,Auckland,116,43,6,9.03896103896104,45.0,214
Australia,South Africa,Melbourne,81,73,9,10.340425531914894,44.0,182
New Zealand,England,Manchester,29,88,8,5.4375,29.0,123
South Africa,West Indies,Nagpur,19,105,8,7.6,19.0,122
India,South Africa,Durban,8,108,10,4.0,8.0,153
South Africa,Australia,Centurion,84,40,7,6.3,25.0,156
West Indies,India,Kolkata,105,1,2,5.294117647058823,42.0,109
South Africa,West Indies,Johannesburg,57,88,8,10.6875,52.0,231
Pakistan,England,Manchester,47,86,8,8.294117647058824,46.0,190
New Zealand,South Africa,Johannesburg,5,113,10,4.285714285714286,5.0,129
South Africa,Australia,Cape Town,121,33,8,8.344827586206897,37.0,178
Sri Lanka,New Zealand,Auckland,65,58,6,6.290322580645161,32.0,142
Australia,England,Southampton,3,109,8,1.6363636363636365,3.0,157
South Africa,Bangladesh,Mirpur,98,54,9,8.909090909090908,47.0,169
Sri Lanka,England,St Lucia,73,44,6,5.7631578947368425,33.0,128
England,South Africa,Johannesburg,60,80,8,9.0,51.0,202
Pakistan,South Africa,Cape Town,42,78,9,6.0,38.0,176
South Africa,Afghanistan,Mumbai,173,17,7,10.077669902912621,69.0,209
Pakistan,South Africa,St Lucia,14,99,9,4.0,14.0,148
Pakistan,New Zealand,Christchurch,14,106,10,6.0,14.0,183
Sri Lanka,England,Southampton,120,33,4,8.275862068965518,36.0,163
India,Sri Lanka,Mirpur,41,78,9,5.857142857142857,36.0,130
India,West Indies,Mumbai,114,40,9,8.55,46.0,192
Bangladesh,Australia,Mirpur,42,79,8,6.146341463414634,38.0,153
India,Australia,Durban,37,82,9,5.842105263157895,30.0,188
New Zealand,Bangladesh,Mirpur,70,83,10,11.35135135135135,59.0,204
England,India,Manchester,151,6,2,7.947368421052632,41.0,159
New Zealand,Pakistan,Chandigarh,28,100,10,8.4,28.0,180
Sri Lanka,Australia,Colombo,77,42,4,5.923076923076923,24.0,128
Sri Lanka,Pakistan,Lahore,31,99,10,8.857142857142858,31.0,165
South Africa,New Zealand,Auckland,130,34,5,9.069767441860465,53.0,165
India,Australia,Melbourne,43,62,5,4.448275862068965,22.0,74
England,Pakistan,Manchester,123,14,4,6.962264150943396,30.0,135
India,Sri Lanka,St Lucia,146,13,7,8.186915887850468,35.0,163
New Zealand,Sri Lanka,Colombo,42,93,10,9.333333333333334,42.0,170
South Africa,New Zealand,Johannesburg,84,63,10,8.842105263157896,45.0,133
Sri Lanka,England,St Lucia,26,92,7,5.571428571428571,26.0,128
Pakistan,South Africa,St Lucia,10,103,9,3.5294117647058822,10.0,148
Pakistan,Bangladesh,Mirpur,47,89,9,9.096774193548388,46.0,190
New Zealand,England,St Lucia,133,11,5,7.321100917431193,40.0,149
India,New Zealand,Christchurch,19,114,10,19.0,19.0,162
India,Australia,Mirpur,34,93,9,7.555555555555555,34.0,159
South Africa,Australia,Centurion,72,47,6,5.917808219178082,28.0,128
West Indies,Pakistan,Mirpur,103,19,5,6.118811881188119,29.0,166
Pakistan,Australia,St Lucia,87,57,9,8.285714285714286,49.0,191
West Indies,England,London,103,30,7,6.866666666666666,37.0,125
New Zealand,West Indies,Hamilton,30,98,10,8.181818181818182,30.0,191
New Zealand,Sri Lanka,Wellington,25,110,10,15.0,25.0,162
Pakistan,South Africa,Cape Town,81,52,8,7.147058823529412,41.0,176
West Indies,Australia,Colombo,62,78,8,8.857142857142858,51.0,191
Australia,India,Sydney,127,35,7,8.964705882352941,49.0,197
Sri Lanka,India,Mirpur,127,5,2,6.626086956521739,41.0,138
Pakistan,New Zealand,Dubai,109,34,7,7.604651162790698,37.0,153
Sri Lanka,Pakistan,Abu Dhabi,133,15,6,7.6,30.0,141
South Africa,Australia,Johannesburg,59,78,9,8.428571428571429,43.0,201
West Indies,Pakistan,Barbados,42,64,5,4.5,16.0,111
New Zealand,South Africa,Johannesburg,71,53,6,6.358208955223881,26.0,129
West Indies,England,London,79,45,8,6.32,23.0,125
New Zealand,England,Wellington,17,99,9,4.857142857142857,17.0,139
West Indies,England,Nottingham,172,0,6,8.459016393442623,65.0,172
Bangladesh,West Indies,St Kitts,12,111,10,8.0,12.0,118
South Africa,Sri Lanka,Johannesburg,74,50,5,6.3428571428571425,30.0,113
South Africa,England,Chittagong,29,100,10,8.7,29.0,196
New Zealand,Pakistan,Dubai,127,11,5,6.990825688073395,33.0,135
West Indies,England,London,84,59,8,8.262295081967213,35.0,169
Pakistan,New Zealand,Hamilton,79,47,6,6.493150684931507,33.0,163
India,Pakistan,Johannesburg,32,96,9,8.0,32.0,157
Sri Lanka,Pakistan,Lahore,55,74,7,7.173913043478261,31.0,147
Sri Lanka,New Zealand,Auckland,71,34,2,4.953488372093023,19.0,115
South Africa,New Zealand,Chittagong,83,42,7,6.384615384615385,33.0,170
England,Pakistan,Dubai,2,118,10,6.0,2.0,148
Bangladesh,India,Colombo,166,0,2,8.3,55.0,166
India,Sri Lanka,Pallekele,37,93,9,8.222222222222221,37.0,155
West Indies,New Zealand,Auckland,110,9,5,5.945945945945946,32.0,126
India,West Indies,London,4,118,10,12.0,4.0,153
South Africa,West Indies,London,77,67,9,8.716981132075471,46.0,183
West Indies,Australia,Colombo,82,68,8,9.461538461538462,67.0,191
Sri Lanka,Pakistan,Lahore,53,77,7,7.395348837209302,30.0,147
India,Australia,Melbourne,48,87,10,8.727272727272727,47.0,184
Australia,England,Barbados,131,10,5,7.1454545454545455,50.0,147
Australia,India,Sydney,137,24,7,8.5625,52.0,171
India,Pakistan,Johannesburg,109,32,7,7.431818181818182,44.0,157
West Indies,New Zealand,Auckland,2,117,10,4.0,2.0,180
New Zealand,Sri Lanka,Johannesburg,128,24,5,8.0,33.0,164
West Indies,Sri Lanka,Colombo,8,97,9,2.0869565217391304,8.0,137
South Africa,Sri Lanka,Cape Town,44,85,9,7.542857142857143,34.0,169
South Africa,England,Southampton,14,109,8,7.636363636363637,14.0,142
New Zealand,Sri Lanka,Pallekele,136,5,5,7.095652173913043,44.0,142
South Africa,Pakistan,Cape Town,142,35,9,10.023529411764706,62.0,192
India,Sri Lanka,Pallekele,50,85,9,8.571428571428571,43.0,155
New Zealand,England,Durban,34,76,6,4.636363636363637,18.0,164
England,New Zealand,Manchester,59,85,9,10.114285714285714,57.0,191
New Zealand,Pakistan,Dubai,78,42,6,6.0,25.0,144
England,West Indies,Mumbai,92,52,8,8.117647058823529,41.0,182
Pakistan,Bangladesh,Mirpur,163,10,6,8.89090909090909,45.0,190
Australia,South Africa,Cape Town,69,89,10,13.35483870967742,63.0,193
New Zealand,England,Durban,33,81,6,5.076923076923077,22.0,164
Pakistan,New Zealand,Dubai,88,54,8,8.0,49.0,161
England,West Indies,Barbados,42,99,10,12.0,42.0,165
New Zealand,Australia,Wellington,118,0,0,5.9,19.0,118
Pakistan,South Africa,Cape Town,161,9,7,8.702702702702704,52.0,176
England,South Africa,Johannesburg,60,73,8,7.659574468085107,46.0,171
West Indies,India,Lauderhill,112,26,3,7.148936170212766,29.0,143
England,South Africa,Johannesburg,1,116,9,1.5,1.0,202
New Zealand,Bangladesh,Mount Maunganui,26,103,9,9.176470588235293,26.0,195
West Indies,New Zealand,Lauderhill,24,101,9,7.578947368421052,24.0,177
Australia,India,Sydney,186,1,5,9.378151260504202,47.0,186
England,West Indies,Kolkata,23,90,7,4.6,23.0,155
New Zealand,India,Wellington,169,24,6,10.5625,54.0,219
New Zealand,West Indies,Mount Maunganui,183,30,9,12.2,64.0,243
West Indies,South Africa,Johannesburg,46,66,7,5.111111111111111,18.0,131
Australia,South Africa,Adelaide,122,19,6,7.247524752475248,43.0,144
England,West Indies,Mumbai,1,114,10,1.0,1.0,182
England,Australia,Cape Town,130,11,3,7.155963302752293,33.0,135
New Zealand,Sri Lanka,Lauderhill,100,15,4,5.714285714285714,29.0,120
England,India,London,21,98,9,5.7272727272727275,21.0,153
Sri Lanka,West Indies,Barbados,89,58,9,8.612903225806452,47.0,195
India,South Africa,St Lucia,5,115,9,6.0,5.0,186
Australia,Pakistan,St Lucia,94,56,8,8.8125,43.0,191
India,England,Kolkata,74,50,6,6.3428571428571425,37.0,120
